序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
1286,130799435072,133059312560,650981613,"有什么话要说-",4,保密,"排的是武功，你要不让润哥拿把火枪比一下?",2022-10-09 21:34:47,0,2,"被你关注是我的幸运",湖南,否,https://i0.hdslb.com/bfs/face/78b14f4e5ce4c2810194d74eee31fae6d0ae3ab9.jpg
1287,130799435072,133059242528,691445610,"脚滑外乡人",5,保密,"明代火枪只是初具雏形，没膛线与弹匣，你别说七步，给你个装药发射熟练工十步之内都是刀快，而且是抹了脖子还能给你背后俩腰子补两刀那种快。",2022-10-09 21:34:53,0,1,"",新疆,否,https://i0.hdslb.com/bfs/face/6ee17977e2d056e8d2080cd25425c1ba3f13f0f7.jpg
1288,130799435072,133060239936,1408220379,"埋头就是铲",5,保密,"想多了，明朝时期的火枪单个对高手威胁不大，最可怕的是火枪阵",2022-10-09 21:43:26,0,3,"不知道什么时候发现自己没有心",陕西,否,https://i0.hdslb.com/bfs/face/de737cd746a96742c07ced6c213aa25cf0429d90.jpg
1289,130880274720,133087150352,108061555,"白鸟之死BLOOD",6,男,"回复 @修小罗吖 :那时候的枪打完一次换弹要很久的",2022-10-10 02:43:15,0,0,"",四川,是,https://i1.hdslb.com/bfs/face/f9b1da7f052087bd996a13d3f1277f3ac95565b6.jpg
1290,130882897312,133088267184,457788205,"不有不失",6,男,"回复 @伽偌0 :明末都有了",2022-10-10 03:30:54,0,0,"只要我没有，就不会失去",广西,否,https://i1.hdslb.com/bfs/face/dfe77fd9fb029011dbdde35e6960f652ead8ee84.jpg
1291,130799435072,133093740896,382318005,"中心碳原子",5,保密,"那时候火枪还容易炸膛",2022-10-10 08:02:12,0,1,"",上海,否,https://i0.hdslb.com/bfs/face/f47c90167677f20a56656e8fbaabb399070d4438.jpg
1292,130880274720,133096875936,325116384,"不打诳语的肥波",6,保密,"回复 @修小罗吖 :燧发枪，上弹慢的一逼。如果不是在屋顶上，打完一枪没中，普通人拿菜刀能追着剁。",2022-10-10 08:56:35,0,0,"此帐号因个人原因已注销。",湖南,否,https://i0.hdslb.com/bfs/face/adedcd5e1aca96bdb552099f837ce2d24aa73e4d.jpg
1293,133096875936,133104139936,388641067,"直白的老样子",5,保密,"回复 @不打诳语的道人 :那倒不至于，只是拳头大的石头会教他做人",2022-10-10 10:37:41,0,0,"",江苏,否,http://i2.hdslb.com/bfs/face/d7b9736f64443033b1e5bb5e032bb5aade0df59f.jpg
1294,130799435072,136621267680,383059533,"我的欧气被谁偷了",6,保密,"主要是当时西方的数学已经比咱们强了，很多能改变火枪的的东西都开始出现了，哪怕满清极其重视火枪，以当时物理化的差距，结果不会差太多。",2022-11-07 20:20:19,0,1,"",四川,否,http://i0.hdslb.com/bfs/face/11f217565887b25bb3a9ab515134043feab9eeeb.jpg
1295,130882897312,137957747984,170913962,"汉室宗亲在此",6,男,"回复 @伽偌0 :明朝好像火器挺发达的，对外战争火器出的力不少，有连发的铳但是应该只在军中像使用吧，这类兵器一般严格把控民间不好搞",2022-11-17 21:36:24,0,1,"益州备氏创业集团青州分部总代理",山东,否,https://i2.hdslb.com/bfs/face/14231260bf96587b1bacd4e151903688c2bf2ceb.jpg
1296,130882897312,138663509136,378851106,"东坡狮子",6,男,"回复 @伽偌0 :了解下三眼火铳…百子铳…",2022-11-23 02:47:29,0,0,"",四川,是,https://i0.hdslb.com/bfs/face/b47ed26d3db608670080459b5000eebf93b179a4.jpg
1297,130882897312,145523369168,1951737569,"后如我",5,保密,"回复 @伽偌0 : 好像连发枪最早是欧洲的 清朝当时是仿制",2023-01-06 16:18:35,0,1,"成分复杂",河南,是,https://i2.hdslb.com/bfs/face/40e07592bd4f3b9e5092708b97702840283422b7.jpg
1298,130799435072,151535922176,178978797,"Brilliant学习者",6,保密,"当时的枪没那么厉害，想打死人都很难",2023-02-09 16:23:11,0,1,"",黑龙江,否,https://i0.hdslb.com/bfs/face/c2a24643ea8f55fc2b233f1bab9565e6b02b2768.jpg
1299,130882897312,155730769568,102309944,"泉_小姐",6,男,"回复 @伽偌0 :明末时期就有连发火枪了，能打三发，李成梁的军队就大量装备这种连发火枪，而且比较沉，三发打完抡起来还能砸人",2023-03-11 02:08:56,0,0,"我知道我的故事太多，我知道我只停留片刻，别在拥挤的人群找寻我，感谢你成为我的过客。",北京,是,https://i2.hdslb.com/bfs/face/717763daa3217bb5803e99587555ac8276a9a49a.jpg
1300,155730769568,161140479232,297359849,"围巾兔49",5,男,"回复 @泉_小姐 :那是三眼铳，但电影里那个很显然就是普通的鸟铳（火绳枪）",2023-04-17 12:07:21,0,1,"每一只兔子都有一个大国梦",北京,是,http://i2.hdslb.com/bfs/face/4c28a3a052ae3e568b9042aa9f40e68b46c48e4f.jpg
1301,131030558320,171357499680,436859014,"叶月千秋",6,保密,"回复 @PKAOCIFERR :朝鲜人的李朝实录里记载了明军的火绳枪有效距离能打两百步",2023-06-23 17:02:30,0,0,"",广东,否,https://i1.hdslb.com/bfs/face/3280d5a6efaf82af53ca4c2770dbd85df723b560.jpg
1302,130882897312,192438374128,264092136,"zzzzzxxxxqwerty",6,保密,"回复 @伽偌0 :满清应该是怕火器流到民间推翻他们的统治才封禁的",2023-11-01 03:26:25,0,0,"",湖北,否,https://i0.hdslb.com/bfs/face/4393a5c3aecd3140f7b5844b400ae1f731d88e23.jpg
1303,132346632128,220290808480,59119985,"平道法号贱人",6,男,"回复 @赤峰白龙 :燧发枪配三眼铳朱棣神机营标配",2024-05-07 13:06:50,0,0,"",重庆,否,https://i2.hdslb.com/bfs/face/17c8377fb3a21b7119d5736e6ccd6516ff9c0ca9.jpg
1304,,130799355680,492890209,"楚楚不凡Vic",6,男,"这背景音乐太大声了",2022-09-20 22:47:21,0,0,"白色的森林里分出两条路，一条长着枣树，另一条也是枣树。",湖南,是,https://i1.hdslb.com/bfs/face/92b58cb5808318c989eeea7c7cdace5338bfee82.jpg
1305,,130799447632,1574709,"nonoe",6,男,"看到天花板那我就关了",2022-09-20 22:46:33,1,0,"老饼一件~",广东,是,https://i0.hdslb.com/bfs/face/e79f95920a8e5407dcf6c30bb0dcbadb38667b1b.jpg
1306,130799447632,130815206448,3461566204741833,"自律的ikun呀",5,保密,"那谁是天花板？[奸笑]",2022-09-21 01:21:50,0,0,"",湖北,否,https://i0.hdslb.com/bfs/face/195acd8ad6e8be2a0eb25a617716dd6c73429872.jpg
1307,,130796967136,418445221,"我看没什么嘛",6,保密,"没有bgm高低得关注一波",2022-09-20 22:27:15,0,0,"",河北,否,https://i1.hdslb.com/bfs/face/976ebf199148013af55afe49c7d9a97ff12b6605.jpg
1308,,130796414832,14035424,"指上停蝉",6,男,"戚继光真的牛逼啊，能历史留名的人果然非凡。",2022-09-20 22:23:26,0,0,"喜人厌众",重庆,否,https://i2.hdslb.com/bfs/face/07b9f18827c523cb944c842bc46a90956c7306d6.jpg
1309,,130794872112,544557327,"让我再奶一枪吧",5,男,"那个游戏是什么呀",2022-09-20 22:11:51,0,0,"欲买桂花同载酒",北京,否,https://i0.hdslb.com/bfs/face/c0a018ba8b1d9bc89caa6c6a1ce240267897dc0a.jpg
1310,,130794396576,72931425,"砂糖有点橘",6,男,"这AR配音真看不下去[笑哭]",2022-09-20 22:08:05,0,1,"0.0",广西,是,https://i0.hdslb.com/bfs/face/6b35ed5f8c4d71ce4ae5bd3d078695accf8e1535.jpg
1311,,130794334496,617207864,"bili_14911953067",5,保密,"第一部还是很好看的，打得很专业",2022-09-20 22:06:35,0,0,"",广东,否,https://i2.hdslb.com/bfs/face/5deb5de649e9d0fc7c3da927e48e1eae74ec8754.jpg
1312,,130793595552,375183334,"白嫖之爷",5,保密,"我敢说大部分的人看电影只图热闹，根本看不得最深层的东西",2022-09-20 22:01:57,0,0,"入佛门六根不净，进商界狼性不足，故混迹于此",内蒙古,是,https://i1.hdslb.com/bfs/face/de3904aa000b147d9458b2ba339a7143fa45b550.jpg
1313,,130793290016,2593970,"天堂之魔",6,保密,"那叫三才阵 狼牙棒60斤或许有 但绝对不会是用来战斗用的 战场上用六十斤的兵器 你当自己是鲁智深？ 真这么用的绝对配得上“华夏超人”这个称号",2022-09-20 21:58:30,0,0,"",河南,是,https://i2.hdslb.com/bfs/face/0406c35162c08b0c4141ac7fc9781e48299f5e40.jpg
1314,,130791132368,391121540,"先天霸主",6,女,"up主讲解的好仔细，一秒钟都不放过",2022-09-20 21:41:15,0,0,"感谢支持～",山东,否,https://i2.hdslb.com/bfs/face/d6201db2772e7f2f93892197fd8ef523813995d4.jpg
1315,,130788920752,271554338,"南林佳",6,保密,"注意看",2022-09-20 21:22:59,0,0,"",河北,否,https://i2.hdslb.com/bfs/face/4d9dcb72b7af5e18c81cfaf4065256c1c50fca67.jpg
1316,,130787839360,156911591,"被和谐的老司机",6,男,"牛牛牛",2022-09-20 21:14:36,0,0,"",河南,是,https://i2.hdslb.com/bfs/face/edc5a4011a8a5a11349b704829ae791d02436464.jpg
1317,,130786868176,14223576,"友人帐の纸",6,男,"开头听见这熟悉的营销号声音 以为是哪个营销号蹭热度 看了一会就听见UP开始解说起来而且头头是道 心里还在想这营销号也下了点功夫啊 等听见第二次解说这么专业的时候我退出来看了眼ID我懂了 原来是专业人士[热词系列_三连]",2022-09-20 21:05:52,0,13,"新年快乐",重庆,否,https://i0.hdslb.com/bfs/face/8fdd20b3a336abb6d75dae9fc187c7d26fea91e0.jpg
1318,,130785440016,372734242,"盛夏云朵朵",6,女,"最喜欢的永远是第一部，有人性的考验，有小人物在时代洪流下的挣扎，每个人物形象都是立体真实与可看的。而第二部只剩下了一个无趣的故事，失去了第一部那样的内核与精神。",2022-09-20 20:52:09,6,303,"退役魔法少女",天津,否,https://i1.hdslb.com/bfs/face/3bc3d10b45fca07eb70ac8d36733e7328a80552e.jpg
1319,130785440016,130882577040,252101780,"姬小路瑞慧",6,保密,"主要是第二部女主太拉",2022-09-21 18:55:22,0,37,"",四川,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1320,130882577040,133102070704,436229983,"开盾的电磁麒麟",6,保密,"回复 @姬小路瑞慧 :感觉不是演员水平，是编剧水平不行，那个角色行为也不是演员决定的",2022-10-10 10:11:06,0,19,"我就是个喜欢研究历史螺弹簧的臭写书的，喜欢我的作品就关注一下呗",安徽,否,https://i1.hdslb.com/bfs/face/76ad269b34005356ff27ddc95de16df7af24e229.jpg
1321,133102070704,133178572192,101335838,"去店里整点薯条",6,男,"回复 @开盾的电磁麒麟 :打戏和道具还是很猛的，但是剧组的其他地方拉了",2022-10-10 22:51:43,0,5,"有句老话说的好，英雄登场！",福建,是,https://i2.hdslb.com/bfs/face/40f4617f9f7915c495ed32b93b2a599dc11a5b8d.jpg
1322,130882577040,136133550464,214496647,"阿包是一只银渐层",6,保密,"回复 @姬小路瑞慧 : 其实那个人设，换哪个女演员来都不好使，主要是编剧剧情没有第一部大气了，很多地方也很生硬",2022-11-04 03:04:27,0,32,"",广东,否,https://i1.hdslb.com/bfs/face/ed48c080fd811488dbc464f463fef5884c306854.jpg
1323,130785440016,221566172512,1354714315,"离线请留言呀",5,保密,"但是第二部里陆千户的那句“你我是注定活不过这个修罗场了”这句台词也很凄惨，层层外包，最后都是信王的棋子，我感觉第二部也很悲凉，剧情也不错",2024-05-15 17:12:59,0,18,"",云南,是,https://i1.hdslb.com/bfs/face/e4c3e8f767476ed7c5f37ef516a34a670923807f.jpg
1324,130785440016,228230144880,357996944,"笨笨爱苹果",5,男,"修罗战场也在说时代洪流下每个人的挣扎，其实内涵还是很足的，人物形象也饱满立体有看头。先入为主，丁修的侠客形象太加分了，如果先看第二部再看第一部应该会有截然不同的体验。",2024-06-26 13:14:56,0,5,"",河南,否,http://i2.hdslb.com/bfs/face/ace8f8c65a17f8718c836be1741eea2f1ab4ccd3.jpg
1325,,130783134816,439291771,"hioldyan",6,保密,"果然是行家看门道  ，up威武。",2022-09-20 20:32:26,0,0,"",北京,否,https://i1.hdslb.com/bfs/face/e5c80ad783560fd6dcea05634f6c65dee4a44501.jpg
1326,,130781389024,8022285,"苍之岚",5,保密,"又是AI朗读。。。。",2022-09-20 20:17:28,0,0,"",上海,是,http://i0.hdslb.com/bfs/face/304169af24d79a0e57a9dd637cebd03d37fa5570.jpg
1327,,130780917072,375069444,"kaige",5,男,"我很喜欢绣春刀，我的理解是，a替我杀掉b，c再杀掉a，d（身边人）再伺机杀掉c。希望有第三部！",2022-09-20 20:13:30,0,0,"",河南,是,https://i0.hdslb.com/bfs/face/d4cb98c38ba715b9b245067c024ace7b3d76a349.jpg
1328,,130779948240,99978348,"荒芜的纪年",6,保密,"@我家的Lemon 武器讲解太帅了",2022-09-20 20:04:58,0,0,"㨤一勺鱼子酱放在海胆上",河南,是,https://i0.hdslb.com/bfs/face/6eccce6ffff7f64c4ce61313562effa7c6bba1b0.jpg
1329,,130778687808,334621325,"米诺桃000",5,保密,"排的不错。
不过第11名，还应该加进去一个。推测。和威霆一块把赵靖忠关房子里和魏忠贤对话的那个。
再加第十四名。就是去杀沈炼的那四个盾牌兵，不是普通的士兵，应该是魏忠贤的贴身卫士，很厉害的。能把沈炼打伤。
把魏忠贤的卫士调走。然后赵靖忠就把魏忠贤杀了。不然。威霆加关门那位，加四个卫士。赵靖忠和他们五五开。",2022-09-20 19:54:30,1,11,"",河南,否,https://i2.hdslb.com/bfs/face/23a308142a3c7fb32f9c5d817885aa1063bbf064.jpg
1330,130778687808,131153518336,1186894137,"芸松",6,保密,"连名字都没有的，就不要加了",2022-09-24 05:50:47,0,0,"告诉自己：我可以不完美，但一定要真实；我可以不富有，但一定要快乐！",广东,否,https://i0.hdslb.com/bfs/face/be7982f1c3e6fe67cd8b9970ed7f2b697ca811ad.jpg
1331,,130778087632,1857772,"泠然御风",6,保密,"沈炼就是丘处机，一出来很牛逼，然后[滑稽]",2022-09-20 19:47:49,0,1,"",陕西,是,http://i1.hdslb.com/bfs/face/71c4554cede89dcb27cbac3ec9df6dd49214ec8a.jpg
1332,,130769362416,449396,"句尾请说喵",6,男,"我就记得那个女演员笑起来真的和广末凉子好像",2022-09-20 18:34:12,0,0,"特么你没说喵JOY!",福建,否,https://i2.hdslb.com/bfs/face/d07312c08993f73fceaa2d3fd7d265f23f294951.jpg
1333,,130755881968,8278954,"史莱姆只是在画画",6,男,"我觉得最好玩的就是打骑兵的时候。丁修姿势都摆好了，结果就啊了一声冲上去",2022-09-20 16:22:09,0,0,"",河北,否,http://i1.hdslb.com/bfs/face/557cce136a3054f11d80baed21d670a535e4ef8c.jpg
1334,,130754281136,95993018,"火力时代",5,保密,"根据考证，清末一两大概相当于公制37.3克左右，明朝时一两等于多少没查到。",2022-09-20 16:01:57,0,0,"天诛八尺",浙江,否,http://i2.hdslb.com/bfs/face/dd1aad878ce65b7b027e21b4bce4390cb4d3fc2d.jpg
1335,,130751859888,34835155,"宝玉易碎难折",6,保密,"老实说，UP很细",2022-09-20 15:30:04,0,0,"而今期期艾艾，辗转逡巡反侧，须知南溟路远，宝玉易碎难折",河南,是,https://i1.hdslb.com/bfs/face/2027e8453c98c26e015a30ff01569efc463f9988.jpg
1336,,130746646176,267033100,"周泽楷的老婆三木",6,保密,"看到一半：你偷文案！
看到下面推荐视频：原来是你。[辣眼睛]",2022-09-20 14:22:33,0,0,"",云南,否,https://i1.hdslb.com/bfs/face/f202d17633c26638d3254f72f4fabb66a58050df.jpg
1337,,130745316288,68175885,"琅琊山的大伯爵",6,男,"BGM太吵了   毫无感情的朗读机器",2022-09-20 14:05:33,0,0,"",四川,否,http://i0.hdslb.com/bfs/face/5b7af434e286ba0b4de550731a3c0be382479869.jpg
1338,,130742972400,487124174,"肚圆玉润",6,男,"太厉害了，不学习连电影也看不懂。",2022-09-20 13:36:21,0,0,"",江苏,是,https://i2.hdslb.com/bfs/face/6030b4be49da984b349512dc97ebe14c3aaabf01.jpg
1339,,130741450800,2081698,"2081698",6,保密,"喜欢我你得加钱啊",2022-09-20 13:20:47,0,0,"",四川,否,https://i1.hdslb.com/bfs/face/817430e6e19333633b4d9a94ec876a023d39a1d8.jpg
1340,,130740128064,234439932,"臭蛋王子",6,男,"良心UP，要不是听了你的解说，我一直以为绣春刀是因为刀身秀了一幅春宫图，所以叫绣春刀",2022-09-20 13:08:01,0,0,"一日为枪手，终身红白魂。",安徽,否,https://i0.hdslb.com/bfs/face/d9d4125741d37e7bdd13495e5b800fa98c09afb0.jpg
1341,,130738719232,560389155,"勇敢哈哈不怕困难",4,保密,"有几个男人能拒绝刀剑出鞘的声音和枪械上膛的声音呢[脱单doge]",2022-09-20 12:56:19,0,0,"略略略",江西,否,https://i0.hdslb.com/bfs/face/1ce2dd048cc105968f183c82e94feb4e326756cd.jpg
1342,,130738699024,383546298,"狂癫atsu",6,保密,"抄袭？
证据
BV1Wr4y1J7DR
/BV1DZ4y117gg
/BV1SY4y187Kp",2022-09-20 12:55:48,0,1,"汉并天下",北京,否,https://i0.hdslb.com/bfs/face/4e9aec3b300188197216b4f03a51c4a74a6d4bb8.jpg
1343,,130737439152,8280919,"什么什么斯基IV",6,保密,"比巴拉赵靖忠",2022-09-20 12:45:29,0,0,"",重庆,是,https://i1.hdslb.com/bfs/face/96644c79dbc5bc3f21d8c6d0290123eae79a2659.jpg
1344,,130731267648,2238696,"拖稿天王-张十七",6,男,"大家都没想到润哥能一个打十三个，还是打十三个骑兵，这谁能想到呢，这谁也想不到",2022-09-20 11:52:06,0,0,"张十七字狗剩，又称张狗剩",安徽,否,https://i0.hdslb.com/bfs/face/78741f6be53e2b49a038e69d502785194222679c.jpg
1345,,130730876688,8146046,"AlexMahoneFBI",6,男,"支持这种合集的长视频",2022-09-20 11:48:05,0,0,"总之岁月漫长，然而值得等待",北京,否,https://i2.hdslb.com/bfs/face/032fa989c3c61ed2618e013b0c09e6168020f2a1.jpg
1346,,130730719680,911243,"雁云动",6,男,"第二部要是有杨幂我肯定不看[笑哭]",2022-09-20 11:47:15,0,0,"雁字回时 月满西楼",四川,否,https://i2.hdslb.com/bfs/face/71012ff2bbe1bc055e9f016b20c86979be11a55b.jpg
1347,,130720159072,6808717,"河西节度使张义潮",6,保密,"我记得以前B站不是有电影的吗，现在没了？",2022-09-20 09:41:32,0,0,"以霹雳手段，显菩萨心肠",马来西亚,是,https://i1.hdslb.com/bfs/face/5da5b7de855b6d12c16b0474191d25aa3b378d31.jpg
1348,,130718306832,1140635951,"Thuner_B_fast",5,男,"这集丁修夺回刀将丁显震出去。收刀入鞘。怎么收刀入鞘？？？导演没拍怕是不好入吧？？？？",2022-09-20 09:14:58,0,0,"率性而为，真我不凡！",河南,否,https://i2.hdslb.com/bfs/face/701547ca3844c9ce179180cf12f2ff8a805cabbc.jpg
1349,,130717283904,351773342,"渭滨千亩在胸中",6,男,"起点还有个小说讲的是丁修穿越到现在拍电影，挺好玩的。",2022-09-20 08:58:08,0,0,"这个人不神秘。",天津,是,http://i2.hdslb.com/bfs/face/6d94f438e1c3a88203444c130509cbaf707d5ffb.jpg
1350,,130715039632,400677961,"B站居民丢丢",6,保密,"一部电影，能下这么多功夫 - -
 可见兄台功夫了得啊。。。",2022-09-20 08:23:02,0,0,"期待 不一样的你和我",湖北,否,https://i1.hdslb.com/bfs/face/347031846425b64c0d421e634e3e796c8ee5d440.jpg
1351,,130711954496,1302236,"逃跑p",6,男,"加钱居士战斗力太离谱了主要是",2022-09-20 07:18:26,1,0,"失败意味着你努力过了，亲爱的",浙江,是,https://i2.hdslb.com/bfs/face/f1bb24b4bd6f784629dc27b69d4c9c8ccaf3d33e.jpg
1352,130711954496,130712335376,1302236,"逃跑p",6,男,"而且她们师父会的刀法也太多了吧",2022-09-20 07:26:46,0,0,"失败意味着你努力过了，亲爱的",浙江,是,https://i2.hdslb.com/bfs/face/f1bb24b4bd6f784629dc27b69d4c9c8ccaf3d33e.jpg
1353,,130710539248,7428925,"藍海獭",6,保密,"好润",2022-09-20 06:30:52,0,0,"人在苞米地
刚下拖拉机",北京,否,https://i1.hdslb.com/bfs/face/9327f36f242e186f9b00bf87edb2843a45606284.jpg
1354,,130710377904,6000394,"Kylie_is_Q",6,保密,"up主分析特别用心细致，剪辑文案都很好，感谢科普武术文化",2022-09-20 06:28:16,0,0,"北美社畜，IT不香，真的，哎？真香",加拿大,否,https://i1.hdslb.com/bfs/face/5d40da1d5cfaa4c210c16701ddf0b7fbe4a3232a.jpg
1355,,130708746112,175282234,"这些文字我看不懂_",6,保密,"得加钱",2022-09-20 04:19:36,0,0,"",福建,否,https://i1.hdslb.com/bfs/face/d5f5894bb90a6fa91cda2b413759cda32ff6edc1.jpg
1356,,130705345008,1682388,"Fulvalene",6,男,"倭刀应该是更早的环首刀传入日本后演变的",2022-09-20 02:01:50,0,0,"感觉要被盗号了。。。",上海,是,https://i0.hdslb.com/bfs/face/cb50a399c5a73785e4919a1caf85e8417638f2f1.jpg
1357,,130701575824,6272768,"半山余月",6,男,"事实上。2米短枪，无论是伤害还是灵活度，都高于刀剑。。",2022-09-20 00:52:51,0,0,"",湖南,是,https://i2.hdslb.com/bfs/face/b771b9f89f907ed730bd7687d42ee149045854b9.jpg
1358,,130700910896,383546298,"狂癫atsu",6,保密,"@weird同志",2022-09-20 00:43:49,0,0,"汉并天下",北京,否,https://i0.hdslb.com/bfs/face/4e9aec3b300188197216b4f03a51c4a74a6d4bb8.jpg
1359,,130699464544,276933192,"凉凉的秋天-",6,保密,"可以，挺细。[脱单doge]",2022-09-20 00:26:52,0,0,"我说，你最喜欢哪个季节？”“秋天。”“为什么不是春天？”“春天……好多感觉挤到一块儿，累人呢，秋天多好。”",江苏,是,https://i0.hdslb.com/bfs/face/fff3413e7198568a0db1666cbd4b2ed3bc0ee1ca.jpg
1360,,130698289120,364220042,"坎德沃丶基尔邦英",6,保密,"？。。。",2022-09-20 00:15:17,0,0,"ⓘ 该账号封禁中
",河北,是,https://i2.hdslb.com/bfs/face/f08d6c6a5d457ea1aa1cb3013df8017c0ece6b49.jpg
1361,,130698021056,232484925,"已减80再减60的胖枸杞",5,保密,"居然上热门了[吃瓜][吃瓜]",2022-09-20 00:12:04,0,0,"野蛮己身体，文明己精神。",湖南,否,https://i0.hdslb.com/bfs/face/cec57904c19864dc28c0c6b0f1f87ea2198b954f.jpg
1362,,130696129312,214455899,"Ye夜叶叶",5,男,"丁修只是润了她爹",2022-09-19 23:54:56,0,0,"读万卷书，行万里路，诸位，且尽兴！",浙江,是,https://i2.hdslb.com/bfs/face/ee6402c7228cd02828882412b68c1c5a47cd3119.jpg
1363,,130696096160,457749898,"只想赚钱的二蛋",5,保密,"不贬不黑，杨幂演技直线下降[辣眼睛]",2022-09-19 23:54:04,0,0,"当我摸到一丝丝紫气，我便会于运气产生共鸣。
我单推阿米娅（明日方舟兔兔）",江西,否,https://i1.hdslb.com/bfs/face/fd1d4158f53c5ea35dac997fb48ef072a6014775.jpg
1364,,130695949360,1157941592,"无敌的宇宙恐龙-杰顿",5,男,"丁白缨是谁演的，有点好看啊",2022-09-19 23:52:26,4,0,"",浙江,否,https://i2.hdslb.com/bfs/face/09254d48afce2f9c658cd47690085c998f998fd6.jpg
1365,130695949360,130697074560,423869937,"打倒资本主义余孽丶",5,保密,"辛芷蕾呀",2022-09-20 00:03:19,0,0,"",陕西,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
1366,130695949360,130697080832,14641583,"必须睡这很有必要",6,保密,"辛芷蕾",2022-09-20 00:03:30,0,0,"说话只半句，不洁五加一  不讲武德
纯爱战士，一刀一个牛头人",上海,否,https://i2.hdslb.com/bfs/face/94798b4f99afec67235fa5c52688cc53219f0285.jpg
1367,130697074560,130708393296,1157941592,"无敌的宇宙恐龙-杰顿",5,男,"回复 @打倒资本主义余孽丶 :谢谢",2022-09-20 03:58:56,0,0,"",浙江,否,https://i2.hdslb.com/bfs/face/09254d48afce2f9c658cd47690085c998f998fd6.jpg
1368,130697080832,130708404704,1157941592,"无敌的宇宙恐龙-杰顿",5,男,"回复 @必须睡这很有必要 :谢谢",2022-09-20 03:59:00,0,0,"",浙江,否,https://i2.hdslb.com/bfs/face/09254d48afce2f9c658cd47690085c998f998fd6.jpg
1369,,130695789760,43864914,"我太想躺平了做梦都想",6,男,"没记错的话我是在电影院看的2，效果挺好感觉不错，但是几年后看了第一部发现第二部真拉了不少",2022-09-19 23:50:29,0,0,"",浙江,否,https://i0.hdslb.com/bfs/face/4044c1c27d095d421fb603c37ce9e01026c2bcd3.jpg
1370,,130695613648,37738124,"穆勒564",6,男,"看的很舒服[大笑][大笑]",2022-09-19 23:49:45,0,0,"对弱者的态度？  个体与团体？",上海,否,https://i2.hdslb.com/bfs/face/2c1a9bf3c1046a9320a71193c5d452c4a25a545f.jpg
1371,,130694147136,52374656,"生活的braveman",6,男,"这种水平的up，真的是视频平台的一种资源，太棒了",2022-09-19 23:37:13,0,21,"",江苏,否,https://i2.hdslb.com/bfs/face/32ae3929630755b67aef46856b131df57515a3fc.jpg
1372,,130693598896,490415589,"到此一游XP",3,保密,"你的解说太到位了",2022-09-19 23:32:51,0,1,"",河南,否,https://i0.hdslb.com/bfs/face/62429d0865ed6b27f0312cf3c314fafbec8af861.jpg
1373,,130693458752,124023,"指间风雨M",6,保密,"女子单手横向握刀如何挡住男子全力下劈",2022-09-19 23:31:19,0,1,"",江苏,是,https://i0.hdslb.com/bfs/face/b23c1bf75327b822afb9c7c34265385c6e510f74.jpg
1374,,130692966528,390774406,"浪漫派门徒",5,保密,"喜欢丁修？这个币我就不投了，你的视频，我白嫖一辈子[OK]",2022-09-19 23:27:01,0,0,"",山东,否,https://i1.hdslb.com/bfs/face/8c4df56af264685983dd8a36c25dd7f02ac1016b.jpg
1375,,130691617504,492641463,"闪电巴",5,保密,"糊涂！把他杀了黄金也是你们的",2022-09-19 23:15:52,5,19,"风中摇曳的树枝",广东,否,https://i0.hdslb.com/bfs/face/612e5a2dc8d981dec18f56c3511af552e9a96481.jpg
1376,130691617504,131187999872,492647113,"freud1945",5,保密,"把魏忠贤杀了黄金就是皇帝，谁敢拿？[辣眼睛]",2022-09-24 13:22:53,0,3,"",广西,否,https://i1.hdslb.com/bfs/face/d8c4063673a0c1681d55beb414d49e31ff064c52.jpg
1377,131187999872,132001685488,492641463,"闪电巴",5,保密,"回復 @freud1945 :你也糊涂，谁让你全拿了呀",2022-10-01 14:49:40,0,5,"风中摇曳的树枝",广东,否,https://i0.hdslb.com/bfs/face/612e5a2dc8d981dec18f56c3511af552e9a96481.jpg
1378,130691617504,132366811120,1169598739,"LNBLOOD夜",5,保密,"电影里说了皇帝杀魏忠贤主要是为了钱，如果他们三人回去拿不出巨款也不算完成任务",2022-10-04 10:49:01,0,3,"",上海,是,https://i1.hdslb.com/bfs/face/6e1abf1dd60f36ed4558e52bfda30f17d0947f86.jpg
1379,130691617504,133299518400,122011410,"吾乃追随无上至尊之人",6,男,"剧中不是说了吗，他把钱都藏起来了只拿出一小部分。杀了他就不知道剩下的钱在哪了。",2022-10-12 00:32:49,0,6,"爱国青年，中华人民团结主义者，喜欢武器、格斗和游戏，随缘更新视频，收藏夹里有许多分类好的好视频哦⊙∀⊙！",广西,是,http://i0.hdslb.com/bfs/face/39fb7eaf2957538ee2130a4103387d9136e894e1.jpg
1380,130691617504,161315705680,31926777,"尸一子",6,保密,"死局，皇上要活的，赵谎报要死的。无论杀不杀，都是死局",2023-04-18 16:36:13,0,3,"",四川,否,https://i0.hdslb.com/bfs/face/87322cddaa74c7704d0a8c42ba5e340ac281e397.jpg
